Flight,Carrier,Month,DayOfWeek,NumPrevFlights,PrevFlightGap,HistoricallyLate,InsufficientHistory,OriginInVolume,OriginOutVolume,DestInVolume,DestOutVolume,OriginPrecip,OriginAvgWind,OriginWindGust,OriginFog,OriginThunder,DestPrecip,DestAvgWind,DestWindGust,DestFog,DestThunder,TotalDelay
ATL-LAX,Delta Air Lines,June,Tuesday,3,67,0,1,1.041470311,0.941860465,0.955271565,0.632218845,0,4.47388,10.06623,0,0,0,8.052984,17.000744,0,0,0
ATL-LAX,Delta Air Lines,June,Wednesday,2,77,0.25,0,1.046401515,0.926956522,0.94,0.672413793,0,6.934514,14.987498,0,0,0,7.82929,16.105968,0,0,0
ATL-LAX,Delta Air Lines,August,Saturday,1,240,0,1,1.033271719,0.860431655,1.00913242,0.80620155,0,8.276678,21.027236,0,1,0,7.381902,16.105968,0,0,14
ATL-LAX,Delta Air Lines,August,Saturday,0,240,0,1,0.913123845,0.785611511,0.771689498,0.80620155,201,4.026492,21.922012,0,0,0,5.816044,16.105968,0,0,9
ATL-LAX,Delta Air Lines,August,Sunday,1,240,0,1,0.560622914,0.67223382,0.60704607,0.755681818,0,3.802798,16.105968,1,0,0,7.158208,14.092722,1,0,9
ATL-LAX,Delta Air Lines,August,Tuesday,1,240,0,1,0.998870056,0.908767773,0.906060606,0.934375,86,6.71082,21.027236,1,0,0,7.82929,16.105968,0,0,0
ATL-LAX,Delta Air Lines,August,Wednesday,1,240,0,1,1.004545455,0.863688431,0.90060241,0.858490566,140,7.381902,33.106712,0,0,0,8.500372,17.000744,0,0,137
ATL-LAX,Delta Air Lines,August,Thursday,3,115,0,1,0.989772727,0.869565217,0.907821229,0.987841945,0,5.59235,18.119214,0,0,0,9.618842,18.119214,0,0,3
ATL-LAX,Delta Air Lines,August,Friday,3,53,0.25,0,1.080722892,0.880361174,0.970149254,0.996805112,0,7.158208,14.987498,0,0,0,8.276678,14.987498,0,0,2
ATL-LAX,Delta Air Lines,August,Sunday,3,53,0.2,0,1.058954394,0.891440501,0.872628726,0.994318182,3,10.513618,23.040482,0,0,0,7.605596,18.119214,0,0,5
ATL-LAX,Delta Air Lines,August,Monday,3,66,0.166666667,0,1.01726122,0.861714286,0.847025496,0.937304075,0,12.079476,18.119214,0,0,0,8.052984,14.987498,0,0,0
ATL-LAX,Delta Air Lines,August,Tuesday,4,240,0.285714286,0,0.984180791,0.908767773,0.866666667,0.934375,0,8.94776,17.000744,0,0,0,6.263432,17.000744,0,0,152
ATL-LAX,Delta Air Lines,August,Wednesday,5,56,0.25,0,0.989772727,0.863688431,0.90060241,0.858490566,0,5.816044,12.079476,0,0,0,6.934514,17.000744,0,0,0
ATL-LAX,Delta Air Lines,August,Thursday,3,66,0.222222222,0,0.989772727,0.898550725,0.87150838,0.987841945,0,2.908022,10.06623,0,0,0,8.500372,23.040482,1,0,0
ATL-LAX,Delta Air Lines,August,Friday,2,53,0.2,0,1.065060241,0.880361174,0.931343284,0.996805112,0,3.579104,12.079476,0,0,0,6.263432,16.105968,1,0,0
ATL-LAX,Delta Air Lines,June,Saturday,2,84,0,1,0.904135338,1,0.928571429,0.964336662,5,5.59235,12.079476,1,0,0,7.381902,16.105968,0,0,10
ATL-LAX,Delta Air Lines,June,Saturday,1,84,0,1,0.879699248,1.111111111,1.094387755,0.945791726,0,3.802798,10.06623,0,0,0,8.500372,19.908766,0,0,0
ATL-LAX,Delta Air Lines,June,Saturday,1,84,0,1,0.904135338,1.111111111,1.094387755,0.982881598,84,7.82929,36.90951,0,0,0,6.71082,14.092722,0,0,0
ATL-LAX,Delta Air Lines,June,Saturday,1,111,0.25,0,0.904135338,1.111111111,1.094387755,1.001426534,0,5.59235,16.105968,0,0,0,5.816044,16.105968,0,0,21
ATL-LAX,Delta Air Lines,June,Monday,0,240,0.2,0,1.003284072,0.978764479,1.059259259,0.963567839,241,3.131716,29.08022,0,0,0,7.605596,16.105968,1,0,8
ATL-LAX,Delta Air Lines,July,Tuesday,0,240,0.166666667,0,0.917383821,0.696428571,1.017676768,0.958068615,0,5.144962,12.079476,0,0,0,8.500372,18.119214,0,0,0
ATL-LAX,Delta Air Lines,June,Thursday,0,240,0,1,1.07615894,1.021072797,0.832,0.912713472,201,9.395148,44.962494,0,0,0,8.276678,18.119214,0,0,0
ATL-LAX,Delta Air Lines,June,Friday,0,240,0,1,1.112416107,1.027027027,0.861066236,0.873320537,10,6.71082,18.119214,0,1,0,8.724066,17.000744,0,0,0
ATL-LAX,Delta Air Lines,June,Monday,1,71,0,1,1.003284072,1.028957529,0.972929936,0.894837476,0,5.816044,16.105968,0,0,0,6.263432,14.987498,0,0,6
ATL-LAX,Delta Air Lines,June,Tuesday,0,240,0,0,1.029259897,1.057539683,1.018333333,0.9,119,7.381902,31.093466,0,0,0,7.82929,16.105968,0,0,0
ATL-LAX,Delta Air Lines,June,Wednesday,1,71,0,0,1.036395147,1.026974952,0.981543624,0.910984848,43,7.605596,18.119214,0,0,0,9.618842,19.908766,0,0,0
ATL-LAX,Delta Air Lines,June,Thursday,0,240,0,0,0.990066225,1.021072797,0.9568,0.912713472,0,6.934514,14.987498,0,0,0,8.724066,18.119214,0,0,1
ATL-LAX,Delta Air Lines,June,Friday,0,240,0,0,1.003355705,1.081081081,0.966074313,0.948176583,13,4.697574,16.105968,0,0,0,7.605596,16.105968,1,0,0
ATL-LAX,Delta Air Lines,June,Monday,0,240,0,0,1.003284072,1.028957529,0.952229299,0.944550669,0,4.697574,12.079476,0,0,0,8.94776,18.119214,0,0,3
ATL-LAX,Delta Air Lines,June,Tuesday,0,240,0,0,1.029259897,1.057539683,0.996666667,0.95,8,3.35541,23.040482,0,0,0,7.381902,17.000744,0,0,0
ATL-LAX,Delta Air Lines,June,Wednesday,0,240,0,0,1.036395147,1.026974952,0.981543624,0.960227273,0,3.802798,12.974252,0,0,0,7.158208,14.987498,0,0,0
ATL-LAX,Delta Air Lines,June,Thursday,0,240,0.090909091,0,0.990066225,1.021072797,0.9776,0.937381404,0,3.802798,12.974252,0,0,0,8.276678,17.000744,1,0,33
ATL-LAX,Delta Air Lines,June,Friday,0,240,0.083333333,0,1.046979866,1.081081081,0.987075929,0.948176583,0,6.934514,21.027236,0,0,0,6.039738,16.105968,1,0,4
ATL-LAX,Delta Air Lines,June,Monday,0,240,0.076923077,0,1.024630542,1.028957529,0.972929936,0.944550669,66,4.921268,12.974252,0,1,0,7.82929,17.000744,1,0,0
ATL-LAX,Delta Air Lines,June,Tuesday,0,240,0.071428571,0,1.074010327,1.083333333,1.018333333,0.95,3,5.59235,19.908766,0,0,0,7.605596,16.105968,1,0,0
ATL-LAX,Delta Air Lines,June,Wednesday,0,240,0.066666667,0,1.058925477,1.052023121,1.003355705,0.935606061,33,8.276678,17.000744,1,0,0,5.144962,14.987498,0,0,0
ATL-LAX,Delta Air Lines,June,Thursday,0,240,0.0625,0,1.011589404,1.045977011,0.9776,0.937381404,152,5.144962,25.053728,0,0,0,6.487126,16.105968,1,0,0
ATL-LAX,Delta Air Lines,June,Friday,0,240,0.058823529,0,1.046979866,1.081081081,0.987075929,0.948176583,0,7.605596,16.105968,1,0,0,8.052984,17.000744,0,0,7
ATL-LAX,Delta Air Lines,June,Sunday,0,240,0,1,0.981549815,1.229461756,1.00525394,0.884476534,61,8.276678,36.014734,0,0,0,7.605596,16.105968,0,0,0
ATL-LAX,Delta Air Lines,June,Sunday,1,83,0,1,1.007380074,1.30878187,0.980735552,0.909747292,236,2.013246,21.027236,0,0,0,7.605596,17.000744,0,0,0
ATL-LAX,Delta Air Lines,June,Sunday,0,240,0,1,1.007380074,1.30878187,1.00525394,0.909747292,0,7.158208,14.092722,0,0,0,8.052984,16.105968,0,0,0
ATL-LAX,Delta Air Lines,June,Sunday,0,240,0,1,0.981549815,1.031161473,0.980735552,0.884476534,20,3.802798,23.935258,0,0,0,6.71082,14.987498,0,0,0
ATL-LAX,Delta Air Lines,June,Thursday,2,41,0,1,0.951683748,1.033898305,1.122302158,1.092,201,9.395148,44.962494,0,0,0,8.276678,18.119214,0,0,51
ATL-LAX,Delta Air Lines,June,Friday,3,69,0,1,1.071539658,1.089285714,1.223529412,1.17254902,10,6.71082,18.119214,0,1,0,8.724066,17.000744,0,0,55
ATL-LAX,Delta Air Lines,June,Saturday,3,51,0,1,0.931464174,0.913513514,1.174193548,1.029166667,5,5.59235,12.079476,1,0,0,7.381902,16.105968,0,0,8
ATL-LAX,Delta Air Lines,June,Sunday,3,98,0.75,0,1.034782609,1.02189781,1.01650165,1.124087591,61,8.276678,36.014734,0,0,0,7.605596,16.105968,0,0,26
ATL-LAX,Delta Air Lines,June,Monday,1,240,0.8,0,0.941176471,1.011873351,1.07518797,1.12345679,0,5.816044,16.105968,0,0,0,6.263432,14.987498,0,0,56
ATL-LAX,Delta Air Lines,June,Tuesday,2,115,0.833333333,0,0.931402439,1.019946809,1.031746032,1.097046414,119,7.381902,31.093466,0,0,0,7.82929,16.105968,0,0,95
ATL-LAX,Delta Air Lines,June,Wednesday,3,124,0.857142857,0,0.905185185,1.014304291,1.067164179,1.087649402,43,7.605596,18.119214,0,0,0,9.618842,19.908766,0,0,24
ATL-LAX,Delta Air Lines,June,Thursday,4,59,0.875,0,0.913616398,1.033898305,0.982014388,1.092,0,6.934514,14.987498,0,0,0,8.724066,18.119214,0,0,23
ATL-LAX,Delta Air Lines,June,Friday,3,119,0.888888889,0,1.01088647,1.053571429,1.121568627,1.17254902,13,4.697574,16.105968,0,0,0,7.605596,16.105968,1,0,51
ATL-LAX,Delta Air Lines,June,Saturday,2,212,0.9,0,0.931464174,1.071621622,1.090322581,1.029166667,0,3.802798,10.06623,0,0,0,8.500372,19.908766,0,0,19
ATL-LAX,Delta Air Lines,June,Sunday,5,61,0.909090909,0,0.994202899,1.00486618,1.01650165,1.124087591,236,2.013246,21.027236,0,0,0,7.605596,17.000744,0,0,20
ATL-LAX,Delta Air Lines,June,Monday,3,69,0.916666667,0,0.921568627,1.011873351,1.07518797,1.12345679,0,4.697574,12.079476,0,0,0,8.94776,18.119214,0,0,16
ATL-LAX,Delta Air Lines,June,Tuesday,2,41,0.923076923,0,0.931402439,0.98537234,1.083333333,1.097046414,8,3.35541,23.040482,0,0,0,7.381902,17.000744,0,0,79
ATL-LAX,Delta Air Lines,June,Wednesday,3,136,0.857142857,0,0.905185185,0.99739922,1.067164179,1.087649402,0,3.802798,12.974252,0,0,0,7.158208,14.987498,0,0,9
ATL-LAX,Delta Air Lines,June,Thursday,3,42,0.866666667,0,0.913616398,1.033898305,1.028776978,1.092,0,3.802798,12.974252,0,0,0,8.276678,17.000744,1,0,50
ATL-LAX,Delta Air Lines,June,Friday,3,69,0.8125,0,0.99066874,1.053571429,1.121568627,1.17254902,0,6.934514,21.027236,0,0,0,6.039738,16.105968,1,0,15
ATL-LAX,Delta Air Lines,June,Saturday,3,74,0.823529412,0,0.931464174,1.054054054,1.090322581,1.083333333,84,7.82929,36.90951,0,0,0,6.71082,14.092722,0,0,32
ATL-LAX,Delta Air Lines,June,Monday,3,220,0.833333333,0,0.941176471,1.011873351,1.07518797,1.12345679,66,4.921268,12.974252,0,1,0,7.82929,17.000744,1,0,55
ATL-LAX,Delta Air Lines,June,Tuesday,3,126,0.789473684,0,0.951219512,1.002659574,1.083333333,1.097046414,3,5.59235,19.908766,0,0,0,7.605596,16.105968,1,0,6
ATL-LAX,Delta Air Lines,June,Wednesday,3,116,0.8,0,0.905185185,1.014304291,1.067164179,1.087649402,33,8.276678,17.000744,1,0,0,5.144962,14.987498,0,0,30
ATL-LAX,Delta Air Lines,June,Thursday,3,69,0.761904762,0,0.951683748,1.033898305,1.075539568,1.04,152,5.144962,25.053728,0,0,0,6.487126,16.105968,1,0,7
ATL-LAX,Delta Air Lines,June,Friday,2,122,0.772727273,0,1.01088647,1.035714286,1.121568627,1.17254902,0,7.605596,16.105968,1,0,0,8.052984,17.000744,0,0,43
ATL-LAX,Delta Air Lines,June,Saturday,3,74,0.739130435,0,0.971962617,1.071621622,1.174193548,1.083333333,0,5.59235,16.105968,0,0,0,5.816044,16.105968,0,0,0
ATL-LAX,Delta Air Lines,June,Sunday,1,134,0.708333333,0,0.872463768,0.98783455,0.97029703,1.072992701,20,3.802798,23.935258,0,0,0,6.71082,14.987498,0,0,0
ATL-LAX,Delta Air Lines,June,Monday,0,240,0.68,0,0.62745098,1.029023747,0.977443609,1.069958848,241,3.131716,29.08022,0,0,0,7.605596,16.105968,1,0,0
ATL-LAX,Delta Air Lines,July,Tuesday,2,130,0.692307692,0,0.832317073,1.037234043,0.928571429,1.042194093,0,5.144962,12.079476,0,0,0,8.500372,18.119214,0,0,18
ATL-LAX,Delta Air Lines,June,Sunday,1,82,0,1,1.075362319,1.141119221,1.155115512,0.97080292,0,11.1847,18.119214,0,0,0,7.605596,14.987498,0,0,2
ATL-LAX,Delta Air Lines,June,Monday,1,82,0,1,1.019607843,1.114775726,1.172932331,0.962962963,0,6.71082,14.092722,0,0,0,9.171454,19.908766,0,0,0
ATL-LAX,Delta Air Lines,June,Tuesday,5,46,0,1,0.971036585,1.158244681,1.134920635,0.987341772,0,4.47388,10.06623,0,0,0,8.052984,17.000744,0,0,0
ATL-LAX,Delta Air Lines,June,Wednesday,4,53,0,0,0.982222222,1.132639792,1.115671642,1.035856574,0,6.934514,14.987498,0,0,0,7.82929,16.105968,0,0,5
ATL-LAX,Delta Air Lines,June,Sunday,1,50,0,1,1.034782609,1.00486618,1.01650165,1.124087591,0,7.158208,14.092722,0,0,0,8.052984,16.105968,0,0,12
ATL-LAX,Delta Air Lines,August,Tuesday,2,124,0,1,0.990853659,1.002659574,0.928571429,0.713080169,86,6.71082,21.027236,1,0,0,7.82929,16.105968,0,0,4
ATL-LAX,Delta Air Lines,August,Wednesday,4,131,0,1,0.982222222,0.99739922,0.873134328,0.725099602,140,7.381902,33.106712,0,0,0,8.500372,17.000744,0,0,82
ATL-LAX,Delta Air Lines,August,Thursday,1,55,0,1,1.008784773,1,0.888489209,0.728,0,5.59235,18.119214,0,0,0,9.618842,18.119214,0,0,25
ATL-LAX,Delta Air Lines,August,Friday,0,240,0.5,0,1.01088647,1.071428571,0.968627451,0.71372549,0,7.158208,14.987498,0,0,0,8.276678,14.987498,0,0,9
ATL-LAX,Delta Air Lines,August,Saturday,2,126,0.4,0,0.890965732,0.860810811,1.006451613,0.65,0,8.276678,21.027236,0,1,0,7.381902,16.105968,0,0,0
ATL-LAX,Delta Air Lines,August,Sunday,2,124,0.333333333,0,1.034782609,1.00486618,0.924092409,0.766423358,3,10.513618,23.040482,0,0,0,7.605596,18.119214,0,0,0
ATL-LAX,Delta Air Lines,August,Monday,2,124,0.285714286,0,1,1.011873351,0.928571429,0.641975309,0,12.079476,18.119214,0,0,0,8.052984,14.987498,0,0,0
ATL-LAX,Delta Air Lines,August,Tuesday,5,70,0.25,0,0.971036585,1.002659574,0.928571429,0.713080169,0,8.94776,17.000744,0,0,0,6.263432,17.000744,0,0,14
ATL-LAX,Delta Air Lines,August,Wednesday,4,117,0.222222222,0,0.962962963,0.99739922,0.921641791,0.725099602,0,5.816044,12.079476,0,0,0,6.934514,17.000744,0,0,0
ATL-LAX,Delta Air Lines,August,Thursday,4,124,0.2,0,0.970717423,1,0.888489209,0.728,0,2.908022,10.06623,0,0,0,8.500372,23.040482,1,0,0
ATL-LAX,Delta Air Lines,August,Friday,2,124,0.181818182,0,1.031104199,1.053571429,0.968627451,0.764705882,0,3.579104,12.079476,0,0,0,6.263432,16.105968,1,0,0
ATL-LAX,Delta Air Lines,August,Saturday,2,126,0.25,0,0.526479751,0.860810811,1.090322581,0.595833333,201,4.026492,21.922012,0,0,0,5.816044,16.105968,0,0,24
ATL-LAX,Delta Air Lines,August,Sunday,2,126,0.230769231,0,0.405797101,0.919708029,0.600660066,0.664233577,0,3.802798,16.105968,1,0,0,7.158208,14.092722,1,0,0
ORD-ATL,Delta Air Lines,July,Wednesday,1,39,0,1,0.902777778,1.018656716,1.01076555,0.923623446,30,9.618842,18.119214,0,0,0,6.71082,14.092722,1,0,0
ORD-ATL,Delta Air Lines,July,Thursday,1,39,0,1,0.928571429,0.935424354,1.02754491,0.928571429,18,6.71082,16.105968,0,0,0,11.408394,21.027236,0,0,0
ORD-ATL,Delta Air Lines,July,Monday,2,39,0,1,0.968944099,1.032876712,1.034981906,0.956912029,160,8.500372,25.053728,0,1,0,4.47388,16.105968,0,0,4
ORD-ATL,Delta Air Lines,July,Tuesday,1,39,0.25,0,0.948757764,1.047797563,1.036231884,0.948398577,137,12.079476,23.040482,0,0,0,7.605596,17.000744,0,0,66
ORD-ATL,Delta Air Lines,July,Wednesday,1,39,0.2,0,0.962962963,1.042910448,1.026315789,0.969804618,0,8.500372,19.908766,0,0,3,7.158208,19.908766,0,0,0
ORD-ATL,Delta Air Lines,July,Thursday,2,39,0.166666667,0,0.948757764,1.031365314,1.02754491,0.951785714,0,4.47388,14.092722,0,0,0,5.816044,16.105968,0,0,0
ORD-ATL,Delta Air Lines,July,Friday,1,39,0.142857143,0,0.965244866,1.04193849,1.047619048,0.955197133,3,5.368656,14.092722,0,0,165,2.908022,19.908766,0,0,0
ORD-ATL,Delta Air Lines,July,Monday,1,39,0.125,0,0.968944099,1.021004566,1.034981906,0.956912029,51,8.052984,23.040482,0,0,20,4.47388,18.119214,0,0,3
ORD-ATL,Delta Air Lines,July,Tuesday,1,39,0.111111111,0,0.968944099,1.047797563,1.036231884,0.948398577,13,10.513618,21.027236,0,0,0,8.276678,19.908766,0,0,7
ORD-ATL,Delta Air Lines,July,Wednesday,1,39,0.1,0,0.962962963,1.030783582,1.01076555,0.946714032,0,7.381902,18.119214,0,0,0,9.395148,17.000744,0,0,0
ORD-ATL,Delta Air Lines,July,Thursday,1,39,0.090909091,0,0.948757764,1.031365314,1.011976048,0.951785714,0,5.59235,12.974252,0,0,0,4.47388,12.079476,0,0,0
ORD-ATL,Delta Air Lines,July,Friday,1,39,0.083333333,0,0.965244866,1.04193849,1.047619048,0.955197133,0,6.934514,18.119214,0,0,43,4.697574,12.079476,1,0,0
ORD-ATL,Delta Air Lines,July,Monday,1,39,0.076923077,0,0.948757764,1.021004566,1.034981906,0.956912029,0,7.158208,14.987498,0,0,25,5.59235,18.119214,1,0,0
ORD-ATL,Delta Air Lines,July,Tuesday,1,39,0.071428571,0,0.948757764,1.047797563,1.020531401,0.948398577,3,11.855782,23.040482,0,0,0,4.250186,12.079476,0,0,0
ORD-ATL,Delta Air Lines,July,Wednesday,1,39,0.066666667,0,0.962962963,1.030783582,1.01076555,0.969804618,0,16.105968,25.053728,0,0,0,2.684328,8.94776,0,0,5
ORD-ATL,Delta Air Lines,July,Thursday,1,39,0.125,0,0.948757764,1.031365314,0.996407186,0.951785714,0,8.724066,14.092722,0,0,173,6.263432,29.08022,0,0,127
ORD-ATL,Delta Air Lines,July,Friday,1,39,0.117647059,0,0.965244866,1.04193849,1.047619048,0.955197133,0,9.171454,21.027236,0,0,0,4.250186,12.974252,0,0,0
ORD-ATL,Delta Air Lines,July,Monday,1,39,0.111111111,0,0.948757764,1.032876712,1.034981906,0.956912029,0,11.1847,23.040482,0,0,0,10.961006,23.040482,0,0,8
ORD-ATL,Delta Air Lines,July,Tuesday,1,39,0.105263158,0,0.948757764,1.047797563,1.036231884,0.948398577,3,9.618842,33.106712,0,0,0,9.618842,17.000744,0,0,0
ORD-ATL,Delta Air Lines,July,Wednesday,1,39,0.15,0,0.962962963,1.030783582,1.026315789,0.969804618,0,6.934514,14.092722,0,0,0,6.039738,12.079476,0,0,18
ORD-ATL,Delta Air Lines,July,Thursday,1,39,0.142857143,0,0.948757764,1.031365314,1.02754491,0.951785714,0,8.500372,19.908766,0,0,33,8.94776,19.908766,1,0,0
ORD-ATL,Delta Air Lines,August,Friday,1,39,0.136363636,0,0.965244866,1.054054054,1.063492063,0.955197133,38,6.934514,25.053728,0,1,0,9.171454,14.092722,0,0,0
ORD-ATL,Delta Air Lines,August,Monday,2,39,0.130434783,0,0.989130435,1.056621005,1.034981906,0.956912029,701,7.605596,21.922012,0,0,0,5.816044,14.987498,0,0,0
ORD-ATL,Delta Air Lines,August,Tuesday,1,39,0.125,0,0.989130435,1.072164948,1.036231884,0.948398577,0,6.263432,14.987498,0,0,0,5.816044,16.105968,0,0,0
ORD-ATL,Delta Air Lines,August,Wednesday,1,39,0.12,0,1.00308642,1.055037313,1.026315789,0.992895204,0,6.263432,10.06623,0,0,0,4.921268,14.987498,0,0,0
ORD-ATL,Delta Air Lines,August,Thursday,1,39,0.115384615,0,0.968944099,1.055350554,1.02754491,0.951785714,0,8.94776,14.987498,0,0,84,5.816044,33.106712,0,0,0
ORD-ATL,Delta Air Lines,August,Friday,1,39,0.111111111,0,0.985781991,1.066169618,1.031746032,0.978494624,0,10.737312,21.027236,0,0,643,6.487126,25.948504,0,0,8
ORD-ATL,Delta Air Lines,August,Monday,1,39,0.107142857,0,0.989130435,1.056621005,0.987937274,1.003590664,216,6.71082,17.000744,0,0,0,5.144962,12.079476,0,0,0
ORD-ATL,Delta Air Lines,August,Tuesday,2,39,0.137931034,0,0.968944099,1.072164948,0.989130435,1.040925267,18,12.079476,25.053728,0,0,41,6.934514,14.987498,0,0,50
ORD-ATL,Delta Air Lines,August,Wednesday,1,39,0.133333333,0,0.983024691,1.055037313,0.979665072,1.039076377,0,9.395148,18.119214,0,0,0,8.94776,16.105968,0,0,0
ORD-ATL,Delta Air Lines,August,Thursday,2,39,0.129032258,0,0.968944099,1.055350554,0.980838323,1.044642857,0,7.605596,14.092722,0,0,0,4.697574,10.06623,0,0,0
ORD-ATL,Delta Air Lines,August,Friday,1,39,0.125,0,0.985781991,1.066169618,1,1.025089606,0,6.039738,12.974252,0,0,0,4.921268,10.06623,0,0,0
ORD-ATL,Delta Air Lines,August,Monday,1,39,0.121212121,0,0.989130435,1.044748858,0.97225573,1.026929982,0,4.921268,14.092722,0,0,13,8.052984,25.948504,0,0,9
ORD-ATL,Delta Air Lines,June,Thursday,1,39,0,1,1.049689441,0.971402214,1.02754491,0.951785714,0,6.039738,12.974252,0,0,201,9.395148,44.962494,0,0,5
ORD-ATL,Delta Air Lines,June,Friday,1,39,0,1,1.006319115,0.981360671,1.015873016,0.978494624,0,4.921268,14.092722,0,0,10,6.71082,18.119214,0,1,0
ORD-ATL,Delta Air Lines,June,Monday,1,39,0,1,1.029503106,0.949771689,0.97225573,0.980251346,0,8.500372,16.105968,0,0,0,5.816044,16.105968,0,0,15
ORD-ATL,Delta Air Lines,June,Tuesday,1,7,0.25,0,0.989130435,0.962511715,0.989130435,0.971530249,320,10.289924,21.027236,1,0,119,7.381902,31.093466,0,0,34
ORD-ATL,Delta Air Lines,June,Wednesday,1,7,0.4,0,1.063271605,1.030783582,0.979665072,0.969804618,132,7.381902,16.105968,0,0,43,7.605596,18.119214,0,0,18
ORD-ATL,Delta Air Lines,June,Thursday,2,7,0.5,0,1.029503106,1.031365314,0.980838323,0.975,0,10.06623,23.935258,0,0,0,6.934514,14.987498,0,0,132
ORD-ATL,Delta Air Lines,June,Friday,1,39,0.428571429,0,1.02685624,1.04193849,1,0.978494624,0,9.842536,18.119214,0,0,13,4.697574,16.105968,0,0,0
ORD-ATL,Delta Air Lines,June,Monday,1,39,0.375,0,1.00931677,0.997260274,0.987937274,0.980251346,0,8.724066,17.000744,0,0,0,4.697574,12.079476,0,0,0
ORD-ATL,Delta Air Lines,June,Tuesday,1,39,0.333333333,0,0.948757764,1.035613871,1.004830918,0.971530249,0,12.526864,27.96175,0,0,8,3.35541,23.040482,0,0,0
ORD-ATL,Delta Air Lines,June,Wednesday,1,39,0.3,0,1.00308642,1.030783582,0.964114833,0.946714032,165,10.289924,31.988242,0,0,0,3.802798,12.974252,0,0,10
ORD-ATL,Delta Air Lines,June,Thursday,0,240,0.363636364,0,0.989130435,1.031365314,0.996407186,0.975,81,8.276678,17.000744,0,0,0,3.802798,12.974252,0,0,89
ORD-ATL,Delta Air Lines,June,Friday,1,39,0.416666667,0,0.944707741,1.04193849,1,0.978494624,3,8.500372,16.105968,0,0,0,6.934514,21.027236,0,0,86
ORD-ATL,Delta Air Lines,June,Monday,1,39,0.384615385,0,1.029503106,1.021004566,0.987937274,1.003590664,13,5.59235,12.079476,0,0,66,4.921268,12.974252,0,1,0
ORD-ATL,Delta Air Lines,June,Tuesday,1,39,0.357142857,0,0.989130435,1.047797563,1.004830918,0.994661922,104,4.697574,25.053728,0,0,3,5.59235,19.908766,0,0,5
ORD-ATL,Delta Air Lines,June,Wednesday,2,35,0.4,0,1.00308642,1.042910448,0.964114833,0.969804618,0,7.381902,18.119214,0,0,33,8.276678,17.000744,1,0,198
ORD-ATL,Delta Air Lines,June,Thursday,1,39,0.375,0,0.968944099,1.031365314,0.980838323,0.998214286,0,6.71082,10.06623,0,0,152,5.144962,25.053728,0,0,0
ORD-ATL,Delta Air Lines,June,Friday,1,39,0.352941176,0,0.965244866,1.054054054,1.015873016,1.025089606,0,9.842536,18.119214,0,0,0,7.605596,16.105968,1,0,0
ORD-ATL,Delta Air Lines,June,Monday,0,240,0.388888889,0,1.00931677,1.032876712,0.909529554,1.003590664,660,12.526864,31.093466,0,0,241,3.131716,29.08022,0,0,29
ORD-ATL,Delta Air Lines,August,Tuesday,1,50,0.368421053,0,1.069875776,0.852858482,0.957729469,1.133451957,23,10.737312,23.935258,0,1,86,6.71082,21.027236,1,0,0
ORD-ATL,Delta Air Lines,August,Wednesday,1,50,0.35,0,1.12345679,0.861007463,0.964114833,1.131438721,0,7.82929,17.000744,0,0,140,7.381902,33.106712,0,0,0
ORD-ATL,Delta Air Lines,August,Thursday,1,50,0.380952381,0,1.150621118,0.899446494,0.949700599,1.183928571,249,4.921268,14.092722,0,0,0,5.59235,18.119214,0,0,36
ORD-ATL,Delta Air Lines,August,Friday,1,50,0.363636364,0,1.191153239,0.896551724,0.952380952,1.188172043,401,5.144962,14.987498,0,0,0,7.158208,14.987498,0,0,0
ORD-ATL,Delta Air Lines,August,Monday,1,50,0.347826087,0,1.150621118,0.866666667,0.956574186,1.190305206,3,6.71082,23.935258,0,0,0,12.079476,18.119214,0,0,0
ORD-ATL,Delta Air Lines,August,Tuesday,1,50,0.375,0,1.150621118,0.865042174,0.973429952,1.133451957,30,6.039738,31.093466,0,0,0,8.94776,17.000744,0,0,109
ORD-ATL,Delta Air Lines,August,Wednesday,1,50,0.36,0,1.12345679,0.861007463,0.979665072,1.131438721,0,6.934514,14.987498,0,0,0,5.816044,12.079476,0,0,0
ORD-ATL,Delta Air Lines,August,Thursday,1,50,0.346153846,0,1.150621118,0.863468635,0.965269461,1.183928571,0,8.500372,17.000744,0,0,0,2.908022,10.06623,0,0,6
ORD-ATL,Delta Air Lines,August,Friday,2,50,0.333333333,0,1.170616114,0.88443616,0.984126984,1.188172043,20,11.1847,18.119214,0,1,0,3.579104,12.079476,0,0,0
ATL-ORD,Delta Air Lines,June,Sunday,0,240,0,1,1.197101449,0.99270073,1.025553663,1.093509351,0,11.1847,18.119214,0,0,0,12.974252,29.08022,0,1,30
ATL-ORD,Delta Air Lines,June,Monday,3,48,0,1,1.106756757,0.97249725,0.948590381,1.074860335,0,6.71082,14.092722,0,0,36,14.54011,35.119958,0,0,9
ATL-ORD,Delta Air Lines,June,Tuesday,3,48,0,1,1.12890095,0.974641676,0.937919463,1.023281596,0,4.47388,10.06623,0,0,0,9.842536,23.040482,0,0,0
ATL-ORD,Delta Air Lines,June,Wednesday,0,240,0,1,1.136612022,0.968236583,0.958123953,1.038245219,0,6.934514,14.987498,0,0,48,9.395148,17.000744,1,0,31
